year,name,content,area,budget_submitted,budget_approved,account,department,type,vendor
101,,關廟區布袋半路田農路改善工程,關廟區,212.8,213,農業工程及農路改善,農業局,辦理發包中,
101,,101年度南區永成路二段490巷路面改善工程,南區,655.395,655.395,農業工程及農路改善,農業局,辦理發包中,
101,,東山區嶺南里牛稠子產業農路改善工程,東山區,700,700,農業工程及農路改善,農業局,辦理發包中,
101,,崎頂里嶺頂凹底農路改善工程,龍崎區,156,150,農業工程及農路改善,農業局,辦理發包中,
101,,將軍區三吉里漁塭養殖區農水路改善工程,將軍區,629,262.5,漁業建設,農業局,公開招標,山源土木包工業
101,,新市區潭頂536-25號旁農路擋土牆改善工程,新市區,2635,2635,農業工程及農路改善,農業局,辦理發包中,
101,,101-龜丹枋仔湖農路支線改善工程,楠西區,262.5,262.5,農業工程及農路改善,農業局,公開招標中,
101,,安南區本原街一段482巷巷尾農路路面改善工程,安南區,42658,42658,農業工程及農路改善,農業局,逕洽廠商,龍盟企業行
101,,臺南市安平區建平一街週邊排水改善工程,安平區,2809,2809,水利工程,水利局,公開招標,長緯營造有限公司
101,,仁和路(崇善三街至崇善五街)排水改善工程,東區,16500,16500,水利工程,水利局,公開招標,豐瀛營造有限公司
101,,大興街233巷及西湖街箱涵銜接工程,北區,2500,2500,水利工程,水利局,公開招標,新悅土木包工業
101,,臺南市安南區同安路箱涵改善工程,安南區,8000,8000,水利工程,水利局,辦理發包中,
101,,東西向快速公路台南關廟線台南仁德段3k+162處週邊排水改善工程(仁德區),仁德區,2750,2750,水利工程,水利局,公開招標,凌暘營造有限公司
101,,東西向快速公路台南關廟線台南仁德段1k+500~1k+700處週邊排水改善工程(南區),南區,6500,6500,水利工程,水利局,公開招標,宏龍營造有限公司
101,,玉井區B幹線等雨水下水道工程,玉井區,10000,10000,水利工程,水利局,公開招標,展新營造有限公司
101,,楠西區楠西里C幹線雨水下水道出口工程,楠西區,4000,4000,水利工程,水利局,公開招標,億益營造有限公司
101,,楠西區仁愛路雨水改善工程,楠西區,3000,3000,水利工程,水利局,公開招標,建毅營造有限公司
101,,佳里區D幹線（D7-D10）雨水下水道工程,佳里區,8000,8000,水利工程,水利局,公開招標,祥盛營造有限公司
101,,臺南市永康區中山南路（柴頭港溪D幹線）排水改善工程(一),永康區,10000,10000,水利工程,水利局,公開招標,東千營造有限公司
101,,台南市永康區中華路505巷(柴頭港溪E幹線)雨水下水道新建工程,永康區,4800,4800,水利工程,水利局,公開招標中,
101,,玉井區莫拉克風災災民安置地點區外排水圍籬工程,玉井區,821.1,821.1,水利工程,水利局,公開招標,震順土木包工業
101,,官田區嘉南里南藝大前官田溪支流上游改善工程,官田區,3000,3000,水利工程,水利局,公開招標,巨鼎土木包工業
101,,麻豆區大埕里溫朱宮廟旁排水溝新建工程,麻豆區,5000,5000,水利工程,水利局,公開招標,佳霖土木包工業
101,,麻豆區晉江里社區總爺排水上游支線改善工程,麻豆區,750,750,水利工程,水利局,公開招標,鴻福土木包工業
101,,麻豆區中民里謝厝寮排水上游改善工程(第2期),麻豆區,3000,3000,水利工程,水利局,公開招標,瓏泰土木包工業
101,,麻豆區安業里謝厝寮排水改善工程,麻豆區,1500,1500,水利工程,水利局,公開招標,佳霖土木包工業
101,,下營區大埤里大埤中排三支流改善工程,下營區,800,800,水利工程,水利局,公開招標,成興土木包工業
101,,下營區連表中排二中游段改善工程,下營區,3000,3000,水利工程,水利局,公開招標,欣義營造有限公司
101,,西港區八份中排二後續改善工程,西港區,2400,2400,水利工程,水利局,公開招標,禾登土木包工業
101,,佳里區新生路D幹線連接中山路口雨水下水道改善工程,佳里區,800,800,水利工程,水利局,公開招標,顏格土木包工業
101,,佳里區子龍里學甲分線排水護欄工程,佳里區,630,630,水利工程,水利局,公開招標,仕強營造股份有限公司
101,,佳里區葱仔寮排水下游段左岸排水改善工程,佳里區,3000,3000,水利工程,水利局,公開招標,裕連興營造股份有限公司
101,,佳里區萊芊寮部落流入佳里排水出口段改善工程,佳里區,800,800,水利工程,水利局,公開招標,仕強營造股份有限公司
101,,七股區大潭里衛生所旁排水改善工程,七股區,6000,6000,水利工程,水利局,公開招標,榮俊峰土木包工業
101,,七股區龍山里航道護岸破損改善工程,七股區,2000,2000,水利工程,水利局,公開招標,欣義營造有限公司
101,,七股區連接看坪小排1-1之社區排水改善工程,七股區,1500,1500,水利工程,水利局,公開招標,戴竹工程有限公司
101,,七股區大塭寮排水下游段(永吉橋至龍雄三號橋段)改善工程,七股區,5000,5000,水利工程,水利局,公開招標,仕強營造有限公司
101,,東山區聖賢里北勢寮1-4鄰社區排水改善工程,東山區,1000,1000,水利工程,水利局,公開招標,億興土木包工業
101,,東山區科里排水支線防汛道路改善工程,東山區,540,540,水利工程,水利局,公開招標,奕昌土木包工業
101,,白河區崎內里鹿寮橋旁頭前溪護岸增設欄杆及8鄰竹門幹153之8引2電桿旁排水改善工程,白河區,560,560,水利工程,水利局,公開招標,博成土木包工業
101,,後壁區下茄苳大排東秀橋上游右岸防汛道路建請舖設AC改善工程,後壁區,900,900,水利工程,水利局,公開招標,鼎泰豐營造有限公司
101,,後壁區下茄苳大排新東橋下游右岸防汛道路建請舖設級配及AC改善工程,後壁區,1600,1600,水利工程,水利局,公開招標,宏洲營造工程有限公司
101,,後壁區南土溝山侖中排二排水改善工程,後壁區,3000,3000,水利工程,水利局,公開招標,苙珅營造有限公司
101,,後壁區崁頂中排三排水改善工程(第2期),後壁區,700,700,水利工程,水利局,公開招標,立輝土木包工業
101,,後壁區菁寮大排下游出口處防汛道路改善工程,後壁區,2000,2000,水利工程,水利局,公開招標,宏洲營造工程有限公司
101,,六甲區菁埔埤台一線西側排水改善工程,六甲區,4000,4000,水利工程,水利局,公開招標,瓏泰土木包工業
101,,楠西區草潭排水整治工程,楠西區,1587,1587,水利工程,水利局,公開招標,佑吉營造有限公司
101,,新化區桔仔溪頂山腳段地號1881號旁護岸工程,新化區,1608,1608,水利工程,水利局,公開招標,弘岱營造有限公司
101,,山上區清潔隊辦公室旁排水改善工程,山上區,930,930,水利工程,水利局,公開招標,建明土木包工業
101,,佳里區新生路D幹線連接中山路口雨水下水道瓶頸段改善工程,佳里區,3600,3600,水利工程,水利局,公開招標,顏格土木包工業
101,,「臺南市佳里區城鄉風貌忠孝東路嘉南大圳景觀改善工程案」設計監造費,佳里區,97.5,97.5,水利工程,水利局,公開招標,郭獻仁建築師事務所
101,,港墘里崙頂堤防改善工程,新市區,500,500,水利工程,水利局,公開招標,群謚營造有限公司
101,,麻豆區安正里謝厝寮中排二上游支流渠道修復工程,麻豆區,1000,1000,水利工程,水利局,辦理發包中,
101,,下營區麻寮中排上游段改善工程,下營區,2000,2000,水利工程,水利局,辦理發包中,
101,,六甲區牛坔大排上游段改善工程,六甲區,1500,1500,水利工程,水利局,公開招標,久明土木包工業
101,,六甲區東豐中排一上游段改善工程,六甲區,2000,2000,水利工程,水利局,公開招標,峻平營造有限公司
101,,六甲區牛坔排水(湖仔內橋~菜寮橋段)改善工程,六甲區,2000,2000,水利工程,水利局,公開招標,冠位土木包工業
101,,麻豆區小埤里部落排水改善工程,麻豆區,720,720,水利工程,水利局,辦理發包中,
101,,麻豆區精漢堂旁蒐集水路改善工程,麻豆區,500,500,水利工程,水利局,辦理發包中,
101,,六甲區二鎮曬糞場護岸加高改善工程,六甲區,300,300,水利工程,水利局,辦理發包中,
101,,紅厝中排上游火燒珠段改善工程,下營區,4500,4500,水利工程,水利局,辦理發包中,
101,,新營區府西路259、261巷淹水改善工程,新營區,450,450,水利工程,水利局,辦理發包中,
101,,新營區東興段203地號(新營東興六街16號)後方排水溝改善工程,新營區,750,750,水利工程,水利局,公開招標,泰佑土木包工業
101,,北門區長錦湖地區排水改善工程,北門區,2400,2400,水利工程,水利局,公開招標,億生營造有限公司
101,,學甲區中洲中排1-2排水改善工程,學甲區,1500,1500,水利工程,水利局,公開招標,啟發土木包工業
101,,學甲區瓦寮排水護岸改善工程,學甲區,700,700,水利工程,水利局,公開招標,佳霖土木包工業
101,,將軍區南岸社子中排一等排水溝增高改善工程,將軍區,350,350,水利工程,水利局,公開招標,山源土木包工業
101,,學甲區宅港里抽水平台改善工程,學甲區,700,700,水利工程,水利局,辦理發包中,
101,,頭港排水右岸排水護岸新建工程,北門區,4000,4000,水利工程,水利局,辦理發包中,
101,,大內區內江排水大內段改善工程,大內區,1000,1000,水利工程,水利局,辦理發包中,
101,,大內區後堀排水改善工程,大內區,3000,3000,水利工程,水利局,辦理發包中,
101,,七股區看坪里北塭中排改善工程,七股區,1500,1500,水利工程,水利局,辦理發包中,
101,,七股區南漚中排6後續改善工程,七股區,2400,2400,水利工程,水利局,公開招標,東拓土木包工業
101,,佳里區海埔排水護岸改善工程,佳里區,2900,2900,水利工程,水利局,公開招標,家振營造有限公司
101,,佳里區文化路連接大寮排水周邊水路改善工程,佳里區,650,650,水利工程,水利局,公開招標,崴盛土木包工業
101,,新營區天鵝湖木棧道等設設維修更新工程,新營區,2500,2500,水利工程,水利局,公開招標,堡國營造有限公司
101,,新營區鐵線里南70線道路南側排水溝改善工程(第一期),新營區,3000,3000,水利工程,水利局,公開招標,巨曜營造有限公司
101,,學甲區平和里平西寮村落排水改善工程,學甲區,1500,1500,水利工程,水利局,辦理發包中,
101,,佳里區佳化里排水連接海埔排水瓶頸段改善工程,佳里區,250,250,水利工程,水利局,公開招標,大承土木包工業
101,,佳里區西尤厝排水(博愛東路段)改善工程,佳里區,1100,1100,水利工程,水利局,公開招標,山源土木包工業
101,,北門區蚵寮部落蒐集水路改善工程,北門區,1200,1200,水利工程,水利局,辦理發包中,
101,,學甲區垃圾場週道排水加高改善工程,學甲區,1200,1200,水利工程,水利局,辦理發包中,
101,,學甲區豐和里營後小排3-5排水溝底改善工程,學甲區,1000,1000,水利工程,水利局,公開招標,佳霖土木包工業
101,,學甲區紅蝦港部落抽水站收集水路排水改善工程,學甲區,1000,1000,水利工程,水利局,公開招標,大地土木包工業
101,,七股區龍山里溪頂橋旁護岸改善工程,七股區,1000,1000,水利工程,水利局,公開招標,佳霖土木包工業
101,,麻豆鎮大埕里穿越中正路社區排水改善工程,麻豆區,2500,2500,水利工程,水利局,辦理發包中,
101,,官田區拔林鐵道旁排水改善工程,官田區,1500,1500,水利工程,水利局,公開招標,皇雄營造有限公司
101,,麻豆區寮廍里河川公地排水改善工程,麻豆區,1200,1200,水利工程,水利局,辦理發包中,
101,,柳營區山子腳排水改善工程,柳營區,2100,2100,水利工程,水利局,辦理發包中,
